"","ADPF","Tipo","Parte"
"290",591,"ADV.(A/S)","FELIPE DE SANTA CRUZ OLIVEIRA SCALETSKY (38672/DF, 095573/RJ)"
"291",591,"ADV.(A/S)","GUILHERME DEL NEGRO BARROSO FREITAS (48893/DF)"
"292",591,"ADV.(A/S)","LIZANDRA NASCIMENTO VICENTE (39992/DF)"
"293",591,"ADV.(A/S)","MARCUS VINICIUS FURTADO COÊLHO (18958/DF, 167075/MG, 2525/PI, 463101/SP)"
"294",591,"INTDO.(A/S)","PRESIDENTE DA REPÚBLICA"
"295",591,"PROC.(A/S)(ES)","ADVOGADO-GERAL DA UNIÃO"
"296",591,"INTDO.(A/S)","CONGRESSO NACIONAL"
"297",591,"PROC.(A/S)(ES)","ADVOGADO-GERAL DA UNIÃO"
"298",592,"REQTE.(S)","REDE SUSTENTABILIDADE"
"299",592,"ADV.(A/S)","FABIANO CONTARATO (31672/ES)"
"300",592,"ADV.(A/S)","RAYSSA CARVALHO DA SILVA (2325/AP)"
"301",592,"INTDO.(A/S)","PRESIDENTE DA REPÚBLICA"
"302",592,"PROC.(A/S)(ES)","ADVOGADO-GERAL DA UNIÃO"
"303",593,"REQTE.(S)","PROCURADORA-GERAL DA REPÚBLICA"
"304",593,"INTDO.(A/S)","PREFEITO DO MUNICÍPIO DO RIO DE JANEIRO"
"305",593,"PROC.(A/S)(ES)","PROCURADOR-GERAL DO MUNICÍPIO DO RIO DE JANEIRO"
"306",593,"INTDO.(A/S)","CÂMARA MUNICIPAL DO RIO DE JANEIRO"
"307",593,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"308",593,"INTDO.(A/S)","TRIBUNAL DE CONTAS DO MUNICÍPIO DO RIO DE JANEIRO"
"309",593,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"310",594,"REQTE.(S)","PARTIDO SOCIALISMO E LIBERDADE (P-SOL)"
"311",594,"ADV.(A/S)","ANDRE BRANDAO HENRIQUES MAIMONI (29498/DF, 7040/O/MT)"
"312",594,"ADV.(A/S)","EVELYN MELO SILVA (165970/RJ)"
"313",594,"ADV.(A/S)","ALBERTO BRANDAO HENRIQUES MAIMONI (21144/DF, 7234/O/MT)"
"314",594,"ADV.(A/S)","SAMARA MARIANA DE CASTRO (161332/MG, 206635/RJ)"
"315",594,"ADV.(A/S)","ALVARO BRANDAO HENRIQUES MAIMONI (18391/DF, 6860/A/MT)"
"316",594,"INTDO.(A/S)","GOVERNADOR DO ESTADO DO RIO DE JANEIRO"
"317",594,"ADV.(A/S)","ESTADO DO RIO DE JANEIRO"
"318",595,"REQTE.(S)","CONSELHO FEDERAL DA ORDEM DOS ADVOGADOS DO BRASIL - CFOAB"
"319",595,"ADV.(A/S)","FELIPE DE SANTA CRUZ OLIVEIRA SCALETSKY (38672/DF, 095573/RJ)"
"320",595,"ADV.(A/S)","LUIZ VIANA QUEIROZ (8487/BA, 55653/DF)"
"321",595,"ADV.(A/S)","ONOFRE ALVES BATISTA JUNIOR (79227/MG)"
"322",595,"ADV.(A/S)","MIGUEL CALMON TEIXEIRA DE CARVALHO DANTAS (19260/BA)"
"323",595,"ADV.(A/S)","LIZANDRA NASCIMENTO VICENTE (39992/DF)"
"324",595,"ADV.(A/S)","CLAUDIA PAIVA CARVALHO (129382/MG)"
"325",595,"ADV.(A/S)","GUILHERME DEL NEGRO BARROSO FREITAS (48893/DF)"
"326",595,"INTDO.(A/S)","PRESIDENTE DA REPÚBLICA"
"327",595,"PROC.(A/S)(ES)","ADVOGADO-GERAL DA UNIÃO"
"328",595,"INTDO.(A/S)","MINISTRO DE ESTADO DA EDUCAÇÃO"
"329",595,"PROC.(A/S)(ES)","ADVOGADO-GERAL DA UNIÃO"
"330",596,"REQTE.(S)","PROCURADORA-GERAL DA REPÚBLICA"
"331",596,"INTDO.(A/S)","GOVERNADOR DO ESTADO DE SÃO PAULO"
"332",596,"PROC.(A/S)(ES)","PROCURADOR-GERAL DO ESTADO DE SÃO PAULO"
"333",596,"INTDO.(A/S)","ASSEMBLEIA LEGISLATIVA DO ESTADO DE SÃO PAULO"
"334",596,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"335",596,"AM. CURIAE.","SINDICATO DOS PROCURADORES DO ESTADO, DAS AUTARQUIAS, DAS FUNDAÇÕES E DAS UNIVERSIDADES DO ESTADO DE SÃO PAULO - SINDIPROESP"
"336",596,"ADV.(A/S)","MARCIO SOTELO FELIPPE (56986/SP)"
"337",596,"AM. CURIAE.","CONSELHO FEDERAL DA ORDEM DOS ADVOGADOS DO BRASIL - CFOAB"
"338",596,"ADV.(A/S)","MARCELLO TERTO E SILVA"
"339",596,"ADV.(A/S)","LIZANDRA NASCIMENTO VICENTE (039992/DF)"
"340",596,"ADV.(A/S)","GUILHERME DEL NEGRO BARROSO FREITAS (48893/DF)"
"341",596,"AM. CURIAE.","ASSOCIACAO DOS PROCURADORES DO ESTADO DE SAO PAULO"
"342",596,"ADV.(A/S)","JOAO BOSCO PINTO DE FARIA (99056/SP)"
"343",596,"AM. CURIAE.","ASSOCIACAO NACIONAL DOS PROCURADORES DOS ESTADOS E DO DISTRITO FEDERAL - ANAPE"
"344",596,"ADV.(A/S)","VICENTE MARTINS PRATA BRAGA (19309/CE, 51599/DF, 1459a/SE)"
"345",596,"ADV.(A/S)","CARLOS FREDERICO BRAGA MARTINS (45225-A/CE, 48750/DF, 1404 - A/RN)"
"346",596,"AM. CURIAE.","ASSOCIACAO DOS PROCURADORES AUTARQUICOS DO ESTADO DE SP"
"347",596,"ADV.(A/S)","FERNANDO DE CAMARGO SHELDON JUNIOR (154018/SP)"
"348",597,"REQTE.(S)","PROCURADORA-GERAL DA REPÚBLICA"
"349",597,"INTDO.(A/S)","ASSEMBLEIA LEGISLATIVA DO ESTADO DO AMAZONAS"
"350",597,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"351",597,"INTDO.(A/S)","CONSELHO DE PROCURADORES DO ESTADO DO AMAZONAS"
"352",597,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"353",597,"INTDO.(A/S)","GOVERNADOR DO ESTADO DO AMAZONAS"
"354",597,"PROC.(A/S)(ES)","PROCURADOR-GERAL DO ESTADO DO AMAZONAS"
"355",597,"AM. CURIAE.","CONSELHO FEDERAL DA ORDEM DOS ADVOGADOS DO BRASIL - CFOAB"
"356",597,"ADV.(A/S)","FELIPE DE SANTA CRUZ OLIVEIRA SCALETSKY (38672/DF, 095573/RJ)"
"357",597,"ADV.(A/S)","GUILHERME DEL NEGRO BARROSO FREITAS (48893/DF)"
"358",597,"ADV.(A/S)","MARCELLO TERTO E SILVA"
"359",597,"ADV.(A/S)","LIZANDRA NASCIMENTO VICENTE (39992/DF)"
"360",597,"AM. CURIAE.","ESTADO DO ACRE"
"361",597,"PROC.(A/S)(ES)","PROCURADOR-GERAL DO ESTADO DO ACRE"
"362",597,"AM. CURIAE.","ESTADO DE ALAGOAS"
"363",597,"PROC.(A/S)(ES)","PROCURADOR-GERAL DO ESTADO DE ALAGOAS"
"364",597,"AM. CURIAE.","ESTADO DO AMAPÁ"
"365",597,"PROC.(A/S)(ES)","PROCURADOR-GERAL DO ESTADO DO AMAPÁ"
"366",597,"AM. CURIAE.","ESTADO DO AMAZONAS"
"367",597,"PROC.(A/S)(ES)","PROCURADOR-GERAL DO ESTADO DO AMAZONAS"
"368",597,"AM. CURIAE.","ESTADO DA BAHIA"
"369",597,"PROC.(A/S)(ES)","PROCURADOR-GERAL DO ESTADO DA BAHIA"
"370",597,"AM. CURIAE.","ESTADO DO CEARÁ"
"371",597,"PROC.(A/S)(ES)","PROCURADOR-GERAL DO ESTADO DO CEARÁ"
"372",597,"AM. CURIAE.","ESTADO DO ESPÍRITO SANTO"
"373",597,"PROC.(A/S)(ES)","PROCURADOR-GERAL DO ESTADO DO ESPÍRITO SANTO"
"374",597,"AM. CURIAE.","ESTADO DE GOIÁS"
"375",597,"PROC.(A/S)(ES)","PROCURADOR-GERAL DO ESTADO DE GOIÁS"
"376",597,"AM. CURIAE.","ESTADO DO MARANHÃO"
"377",597,"PROC.(A/S)(ES)","PROCURADOR-GERAL DO ESTADO DO MARANHÃO"
"378",597,"AM. CURIAE.","ESTADO DE MATO GROSSO"
"379",597,"PROC.(A/S)(ES)","PROCURADOR-GERAL DO ESTADO DE MATO GROSSO"
"380",597,"AM. CURIAE.","ESTADO DE MATO GROSSO DO SUL"
"381",597,"PROC.(A/S)(ES)","PROCURADOR-GERAL DO ESTADO DE MATO GROSSO DO SUL"
"382",597,"AM. CURIAE.","ESTADO DE MINAS GERAIS"
"383",597,"PROC.(A/S)(ES)","ADVOGADO-GERAL DO ESTADO DE MINAS GERAIS"
"384",597,"AM. CURIAE.","ESTADO DO PARÁ"
"385",597,"PROC.(A/S)(ES)","PROCURADOR-GERAL DO ESTADO DO PARÁ"
"386",597,"AM. CURIAE.","ESTADO DA PARAIBA"
"387",597,"PROC.(A/S)(ES)","PROCURADOR-GERAL DO ESTADO DA PARAÍBA"
"388",597,"AM. CURIAE.","ESTADO DO PARANÁ"
"389",597,"PROC.(A/S)(ES)","PROCURADOR-GERAL DO ESTADO DO PARANÁ"
"390",597,"AM. CURIAE.","ESTADO DE PERNAMBUCO"
"391",597,"PROC.(A/S)(ES)","PROCURADOR-GERAL DO ESTADO DE PERNAMBUCO"
"392",597,"AM. CURIAE.","ESTADO DO PIAUÍ"
"393",597,"PROC.(A/S)(ES)","PROCURADOR-GERAL DO ESTADO DO PIAUÍ"
"394",597,"AM. CURIAE.","ESTADO DO RIO DE JANEIRO"
"395",597,"PROC.(A/S)(ES)","PROCURADOR-GERAL DO ESTADO DO RIO DE JANEIRO"
"396",597,"AM. CURIAE.","ESTADO DO RIO GRANDE DO NORTE"
"397",597,"PROC.(A/S)(ES)","PROCURADOR-GERAL DO ESTADO DO RIO GRANDE DO NORTE"
"398",597,"AM. CURIAE.","ESTADO DO RIO GRANDE DO SUL"
"399",597,"PROC.(A/S)(ES)","PROCURADOR-GERAL DO ESTADO DO RIO GRANDE DO SUL"
"400",597,"AM. CURIAE.","ESTADO DE RONDÔNIA"
"401",597,"PROC.(A/S)(ES)","PROCURADOR-GERAL DO ESTADO DE RONDÔNIA"
"402",597,"AM. CURIAE.","ESTADO DE RORAIMA"
"403",597,"PROC.(A/S)(ES)","PROCURADOR-GERAL DO ESTADO DE RORAIMA"
"404",597,"AM. CURIAE.","ESTADO DE SANTA CATARINA"
"405",597,"PROC.(A/S)(ES)","PROCURADOR-GERAL DO ESTADO DE SANTA CATARINA"
"406",597,"AM. CURIAE.","ESTADO DE SERGIPE"
"407",597,"PROC.(A/S)(ES)","PROCURADOR-GERAL DO ESTADO DE SERGIPE"
"408",597,"AM. CURIAE.","ESTADO DO TOCANTINS"
"409",597,"PROC.(A/S)(ES)","PROCURADOR-GERAL DO ESTADO DO TOCANTINS"
"410",597,"AM. CURIAE.","DISTRITO FEDERAL"
"411",597,"PROC.(A/S)(ES)","PROCURADOR-GERAL DO DISTRITO FEDERAL"
"412",597,"AM. CURIAE.","ASSOCIACAO NACIONAL DOS PROCURADORES DOS ESTADOS E DO DISTRITO FEDERAL - ANAPE"
"413",597,"ADV.(A/S)","RAIMUNDO CEZAR BRITTO ARAGAO (32147/DF, 140251/MG, 234932/RJ, 1190/SE, 439314/SP)"
"414",597,"ADV.(A/S)","PAULO FRANCISCO SOARES FREIRE (50755/DF)"
"415",597,"ADV.(A/S)","YASMIM YOGO FERREIRA (44864/DF)"
"416",598,"REQTE.(S)","PROCURADORA-GERAL DA REPÚBLICA"
"417",598,"INTDO.(A/S)","GOVERNADOR DO ESTADO DO ESPÍRITO SANTO"
"418",598,"PROC.(A/S)(ES)","PROCURADOR-GERAL DO ESTADO DO ESPÍRITO SANTO"
"419",598,"INTDO.(A/S)","ASSEMBLEIA LEGISLATIVA DO ESTADO DO ESPÍRITO SANTO"
"420",598,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"421",598,"INTDO.(A/S)","CONSELHO SUPERIOR DA PROCURADORIA GERAL DO ESTADO"
"422",598,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"423",598,"AM. CURIAE.","CONSELHO FEDERAL DA ORDEM DOS ADVOGADOS DO BRASIL - CFOAB"
"424",598,"ADV.(A/S)","MARCELLO TERTO E SILVA"
"425",598,"ADV.(A/S)","LIZANDRA NASCIMENTO VICENTE (39992/DF)"
"426",598,"AM. CURIAE.","ASSOCIACAO NACIONAL DOS PROCURADORES DOS ESTADOS E DO DISTRITO FEDERAL - ANAPE"
"427",598,"ADV.(A/S)","RAIMUNDO CEZAR BRITTO ARAGAO (32147/DF, 140251/MG, 234932/RJ, 1190/SE, 439314/SP)"
"428",598,"ADV.(A/S)","YASMIM YOGO FERREIRA (44864/DF)"
"429",598,"ADV.(A/S)","PAULO FRANCISCO SOARES FREIRE (50755/DF)"
"430",599,"REQTE.(S)","PARTIDO VERDE"
"431",599,"ADV.(A/S)","VERA LUCIA DA MOTTA (59837/SP)"
"432",599,"ADV.(A/S)","FABIANA CRISTINA ORTEGA SEVERO DA SILVA (40863/DF, 45896/PR)"
"433",599,"ADV.(A/S)","MAYARA DE SA PEDROSA (40281/DF)"
"434",599,"ADV.(A/S)","YASMIN BREHMER HANDAR (5448-A/AP, 64819/DF, 97751/PR)"
"435",599,"INTDO.(A/S)","MINISTÉRIO DA AGRICULTURA, PECUÁRIA E ABASTECIMENTO"
"436",599,"PROC.(A/S)(ES)","ADVOGADO-GERAL DA UNIÃO"
"437",599,"AM. CURIAE.","CONFEDERACAO DA AGRICULTURA E PECUARIA DO BRASIL"
"438",599,"ADV.(A/S)","RUDY MAIA FERRAZ (22940/DF)"
"439",599,"ADV.(A/S)","RODRIGO DE OLIVEIRA KAUFMANN (23866/DF, 374576/SP)"
"440",599,"ADV.(A/S)","TACIANA MACHADO DE BASTOS (30385/DF, 45189/RS)"
"441",599,"AM. CURIAE.","PARTIDO VERDE"
"442",599,"ADV.(A/S)","VERA LUCIA DA MOTTA (59837/SP)"
"443",599,"ADV.(A/S)","MAYARA DE SA PEDROSA (40281/DF)"
"444",599,"AM. CURIAE.","SINDICATO NACIONAL DA INDUSTRIA DE PRODUTOS PARA DEFESA VEGETAL - SINDIVEG"
"445",599,"ADV.(A/S)","LIDIA CRISTINA JORGE DOS SANTOS (209516/SP)"
"446",599,"ADV.(A/S)","EDMUR BENTO DE FIGUEIREDO JUNIOR (139142/SP)"
"447",599,"ADV.(A/S)","BRUNO DE SOUZA CARDOSO (206583/SP)"
"448",600,"REQTE.(S)","CONFEDERACAO NACIONAL DOS TRABALHADORES EM EDUCACAO"
"449",600,"ADV.(A/S)","RAFAEL DOS SANTOS KIRCHHOFF (46088/PR)"
"450",600,"ADV.(A/S)","LIGIA ZIGGIOTTI DE OLIVEIRA (66624/PR)"
"451",600,"INTDO.(A/S)","CÂMARA MUNICIPAL DE LONDRINA"
"452",600,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"453",600,"AM. CURIAE.","ASSOCIAÇÃO NACIONAL DE JURISTAS EVANGÉLICOS - ANAJURE,"
"454",600,"ADV.(A/S)","UZIEL SANTANA DOS SANTOS (68262/DF, 53642/PE, 238264/RJ, 4484/SE, 450948/SP)"
"455",600,"AM. CURIAE.","ASSOCIACAO NACIONAL DE JURISTAS PELOS DIREITOS HUMANOS DE LESBICAS, GAYS, BISSEXUAIS, TRAVESTIS, TRANSEXUAIS, TRANSGENEROS E INTERSEXUAIS"
"456",600,"ADV.(A/S)","RAFAEL DOS SANTOS KIRCHHOFF (46088/PR)"
"457",600,"AM. CURIAE.","FILIPE BARROS BAPTISTA DE TOLEDO RIBEIRO"
"458",600,"ADV.(A/S)","GUILHERME KEMMER DE MORAES (76747/PR)"
"459",600,"AM. CURIAE.","ASSOCIAÇÃO NACIONAL DAS DEFENSORAS E DEFENSORES PÚBLICOS - ANADEP"
"460",600,"ADV.(A/S)","ILTON NORBERTO ROBL FILHO (38677/DF, 43824/PR, 48138-A/SC)"
"461",600,"ADV.(A/S)","TATIANA ZENNI DE CARVALHO GUIMARAES FRANCISCO (24751/DF)"
"462",600,"AM. CURIAE.","COMITÊ LATINO-AMERICANO E DO CARIBE PARA A DEFESA DOS DIREITOS DAS MULHERES - CLADEM/BRASIL"
"463",600,"AM. CURIAE.","THEMIS - GÊNERO, JUSTIÇA E DIREITOS HUMANOS"
"464",600,"AM. CURIAE.","CIDADANIA, ESTUDO, PESQUISA, INFORMAÇÃO E AÇÃO (CEPIA)"
"465",600,"AM. CURIAE.","INSTITUTO MARIA DA PENHA (IMP)"
"466",600,"AM. CURIAE.","CENTRO FEMINISTA DE ESTUDOS E ASSESSORIA (CFEMEA)"
"467",600,"AM. CURIAE.","ASSOCIAÇÃO TAMO JUNTAS - ASSESSORIA JURÍDICA GRATUITA PARA MULHERES VÍTIMAS DE VIOLÊNCIA"
"468",600,"ADV.(A/S)","LEILA DE ANDRADE LINHARES BARSTED (034775/RJ)"
"469",600,"AM. CURIAE.","AÇÃO EDUCATIVA, ASSESSORIA, PESQUISA E INFORMAÇÃO"
"470",600,"AM. CURIAE.","ASSOCIAÇÃO CIDADE ESCOLA APRENDIZ"
"471",600,"AM. CURIAE.","ASSOCIAÇÃO NACIONAL DE POLÍTICA E ADMINISTRAÇÃO DA EDUCAÇÃO (ANPAE)"
"472",600,"AM. CURIAE.","CENTRO DE ESTUDOS EDUCAÇÃO E SOCIEDADE (CEDES)"
"473",600,"AM. CURIAE.","INSTITUTO CAMPANHA NACIONAL PELO DIREITO À EDUCAÇÃO"
"474",600,"AM. CURIAE.","UNIÃO NACIONAL DOS CONSELHOS MUNICIPAIS DE EDUCAÇÃO - (UNCME)"
"475",600,"ADV.(A/S)","MARCIO ALAN MENEZES MOREIRA (18728/CE)"
"476",601,"REQTE.(S)","REDE SUSTENTABILIDADE"
"477",601,"ADV.(A/S)","RAYSSA CARVALHO DA SILVA (2325/AP)"
"478",601,"INTDO.(A/S)","MINISTRO DE ESTADO DA JUSTIÇA E SEGURANÇA PÚBLICA"
"479",601,"PROC.(A/S)(ES)","ADVOGADO-GERAL DA UNIÃO"
"480",601,"INTDO.(A/S)","DEPARTAMENTO DE POLÍCIA FEDERAL"
"481",601,"PROC.(A/S)(ES)","ADVOGADO-GERAL DA UNIÃO"
"482",602,"REQTE.(S)","REDE SUSTENTABILIDADE"
"483",602,"ADV.(A/S)","PRISCILLA SODRE PEREIRA (53809/DF, 235405/RJ)"
"484",602,"ADV.(A/S)","FABIANO CONTARATO (31672/ES)"
"485",602,"ADV.(A/S)","DANILO MORAIS DOS SANTOS"
"486",602,"ADV.(A/S)","FILIPE TORRI DA ROSA (35538/DF)"
"487",602,"INTDO.(A/S)","RELATOR DO RE Nº 1.055.941 DO SUPREMO TRIBUNAL FEDERAL"
"488",602,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"489",603,"REQTE.(S)","SOLIDARIEDADE"
"490",603,"ADV.(A/S)","SIDNEY SA DAS NEVES (19033/BA, 33683/DF)"
"491",603,"INTDO.(A/S)","TRIBUNAL SUPERIOR ELEITORAL"
"492",603,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"493",604,"REQTE.(S)","HELY ADALBERTO HERNANDES"
"494",604,"ADV.(A/S)","HELY ADALBERTO HERNANDES (215110/SP)"
"495",604,"INTDO.(A/S)","PRESIDENTE DA SESSÃO DE DIREITO PÚBLICO DO TRIBUNAL DE JUSTIÇA DO ESTADO DE SÃO PAULO"
"496",604,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"497",605,"REQTE.(S)","PARTIDO DEMOCRATICO TRABALHISTA"
"498",605,"ADV.(A/S)","WALBER DE MOURA AGRA (00757/PE)"
"499",605,"ADV.(A/S)","CIRO FERREIRA GOMES (3339/CE)"
"500",605,"ADV.(A/S)","MARA DE FATIMA HOFANS (068152/RJ)"
"501",605,"ADV.(A/S)","IAN RODRIGUES DIAS (10074/DF)"
"502",605,"INTDO.(A/S)","MINISTRO DE ESTADO DA JUSTIÇA E SEGURANÇA PÚBLICA"
"503",605,"PROC.(A/S)(ES)","ADVOGADO-GERAL DA UNIÃO"
"504",606,"REQTE.(S)","CONFEDERACAO DA AGRICULTURA E PECUARIA DO BRASIL"
"505",606,"ADV.(A/S)","RUDY MAIA FERRAZ (22940/DF)"
"506",606,"ADV.(A/S)","RODRIGO DE OLIVEIRA KAUFMANN (23866/DF, 374576/SP)"
"507",606,"ADV.(A/S)","TACIANA MACHADO DE BASTOS (30385/DF, 45189/RS)"
"508",606,"ADV.(A/S)","FREDERICO TOLEDO MELO (31510/DF, 176191/RJ)"
"509",606,"ADV.(A/S)","RODRIGO HUGUENEY DO AMARAL MELLO (38436/DF)"
"510",606,"ADV.(A/S)","ALDA FREIRE DE CARVALHO (04308/DF)"
"511",606,"INTDO.(A/S)","CONGRESSO NACIONAL"
"512",606,"PROC.(A/S)(ES)","ADVOGADO-GERAL DA UNIÃO"
"513",606,"INTDO.(A/S)","PRESIDENTE DA REPÚBLICA"
"514",606,"PROC.(A/S)(ES)","ADVOGADO-GERAL DA UNIÃO"
"515",606,"AM. CURIAE.","SINDICATO NACIONAL DOS AUDITORES FISCAIS DO TRABALHO - SINAIT"
"516",606,"ADV.(A/S)","MAURO DE AZEVEDO MENEZES (19241/DF)"
"517",606,"ADV.(A/S)","GUSTAVO TEIXEIRA RAMOS (17725/DF)"
"518",607,"REQTE.(S)","PROCURADORA-GERAL DA REPÚBLICA"
"519",607,"INTDO.(A/S)","PRESIDENTE DA REPÚBLICA"
"520",607,"PROC.(A/S)(ES)","ADVOGADO-GERAL DA UNIÃO"
"521",607,"AM. CURIAE.","INSTITUTO DE DEFESA DO DIREITO DE DEFESA - MARCIO THOMAZ BASTOS"
"522",607,"ADV.(A/S)","FLAVIA RAHAL BRESSER PEREIRA (118584/SP)"
"523",607,"ADV.(A/S)","HUGO LEONARDO (252869/SP)"
"524",607,"ADV.(A/S)","GUILHERME ZILIANI CARNELOS (220558/SP)"
"525",607,"ADV.(A/S)","DOMITILA KOHLER (207669/SP)"
"526",607,"ADV.(A/S)","JOSE CARLOS DIAS (16009/SP)"
"527",607,"ADV.(A/S)","FABIO KONDER COMPARATO (11118/SP)"
"528",607,"ADV.(A/S)","CLARISSA TATIANA DE ASSUNCAO BORGES (122057/MG)"
"529",607,"AM. CURIAE.","ASSOCIAÇÃO PARA A PREVENÇÃO DA TORTURA (APT)"
"530",607,"ADV.(A/S)","SYLVIA MARIA DE VASCONCELLOS DINIZ DIAS (101037/RJ)"
"531",607,"AM. CURIAE.","DEFENSORIA PÚBLICA DO ESTADO DO ESPÍRITO SANTO"
"532",607,"PROC.(A/S)(ES)","DEFENSOR PÚBLICO-GERAL DO ESTADO DO ESPÍRITO SANTO"
"533",607,"AM. CURIAE.","DEFENSORIA PUBLICA DO DISTRITO FEDERAL"
"534",607,"PROC.(A/S)(ES)","DEFENSOR PÚBLICO-GERAL DO DISTRITO FEDERAL"
"535",607,"AM. CURIAE.","DEFENSORIA PÚBLICA DO ESTADO DA BAHIA"
"536",607,"PROC.(A/S)(ES)","DEFENSOR PÚBLICO-GERAL DO ESTADO DA BAHIA"
"537",607,"AM. CURIAE.","DEFENSORIA PUBLICA DO ESTADO DO CEARA"
"538",607,"PROC.(A/S)(ES)","DEFENSOR PÚBLICO-GERAL DO ESTADO DO CEARÁ"
"539",607,"AM. CURIAE.","DEFENSORIA PÚBLICA DO ESTADO DE GOIÁS"
"540",607,"PROC.(A/S)(ES)","DEFENSOR PÚBLICO-GERAL DO ESTADO DE GOIÁS"
"541",607,"AM. CURIAE.","DEFENSORIA PÚBLICA DO ESTADO DE MINAS GERAIS"
"542",607,"PROC.(A/S)(ES)","DEFENSOR PÚBLICO-GERAL DO ESTADO DE MINAS GERAIS"
"543",607,"AM. CURIAE.","DEFENSORIA PUBLICA DO ESTADO DE PERNAMBUCO"
"544",607,"PROC.(A/S)(ES)","DEFENSOR PÚBLICO-GERAL DO ESTADO DE PERNAMBUCO"
"545",607,"AM. CURIAE.","DEFENSORIA PÚBLICA DO ESTADO DO RIO DE JANEIRO"
"546",607,"ADV.(A/S)","DEFENSOR PÚBLICO-GERAL DO ESTADO DO RIO DE JANEIRO"
"547",607,"AM. CURIAE.","DEFENSORIA PÚBLICA DO ESTADO DO RIO GRANDE DO SUL"
"548",607,"PROC.(A/S)(ES)","DEFENSOR PÚBLICO-GERAL DO ESTADO DO RIO GRANDE DO SUL"
"549",607,"AM. CURIAE.","DEFENSORIA PÚBLICA DO ESTADO DE SÃO PAULO"
"550",607,"PROC.(A/S)(ES)","DEFENSOR PÚBLICO-GERAL DO ESTADO DE SÃO PAULO"
"551",607,"AM. CURIAE.","DEFENSORIA PUBLICA DO ESTADO DO TOCANTINS"
"552",607,"PROC.(A/S)(ES)","DEFENSOR PÚBLICO-GERAL DO ESTADO DO TOCANTINS"
"553",607,"AM. CURIAE.","ASSOCIACAO DIREITOS HUMANOS EM REDE"
"554",607,"ADV.(A/S)","HENRIQUE HOLLUNDER APOLINARIO DE SOUZA (388267/SP)"
"555",607,"AM. CURIAE.","JUSTICA GLOBAL"
"556",607,"ADV.(A/S)","MELISANDA BERTOLETE TRENTIN (144956/RJ)"
"557",607,"AM. CURIAE.","ASSOCIAÇÃO NACIONAL DAS DEFENSORAS E DEFENSORES PÚBLICOS - ANADEP"
"558",607,"ADV.(A/S)","ILTON NORBERTO ROBL FILHO (38677/DF, 43824/PR, 48138-A/SC)"
"559",607,"ADV.(A/S)","ISABELA MARRAFON (37798/DF)"
"560",607,"ADV.(A/S)","TATIANA ZENNI DE CARVALHO GUIMARAES FRANCISCO (24751/DF)"
"561",607,"AM. CURIAE.","PASTORAL CARCERÁRIA NACIONAL - CNBB"
"562",607,"ADV.(A/S)","LUCAS DE SOUZA GONCALVES (49184/GO)"
"563",607,"ADV.(A/S)","PETRA SILVIA PFALLER (17120/GO)"
"564",607,"AM. CURIAE.","INSTITUTO BRASILEIRO DE CIENCIAS CRIMINAIS"
"565",607,"ADV.(A/S)","MAURICIO STEGEMANN DIETER (40855/PR, 397309/SP, 6891-A/TO)"
"566",607,"ADV.(A/S)","DEBORA NACHMANOWICZ DE LIMA (389553/SP)"
"567",607,"AM. CURIAE.","CONSELHO FEDERAL DA ORDEM DOS ADVOGADOS DO BRASIL - CFOAB"
"568",607,"ADV.(A/S)","HELIO DAS CHAGAS LEITAO NETO (7855/CE)"
"569",607,"ADV.(A/S)","LUCIANO BANDEIRA ARANTES (45016/DF, 17319/ES, 085276/RJ, 398336/SP)"
"570",607,"AM. CURIAE.","DEFENSORIA PÚBLICA DA UNIÃO"
"571",607,"PROC.(A/S)(ES)","DEFENSOR PÚBLICO-GERAL FEDERAL"
"572",607,"AM. CURIAE.","MOVIMENTO NEGRO UNIFICADO"
"573",607,"ADV.(A/S)","WANDERSON PINHEIRO DE OLIVEIRA (53761/GO)"
"574",607,"AM. CURIAE.","FRANCISCO DE ASSIS: EDUCACAO, CIDADANIA, INCLUSAO E DIREITOS HUMANOS"
"575",607,"ADV.(A/S)","GABRIEL DE CARVALHO SAMPAIO (55891/DF, 252259/SP)"
"576",607,"ADV.(A/S)","JOAO PAULO DE GODOY (365922/SP)"
"577",608,"REQTE.(S)","EDUARDO ALUÍSIO CARDOSO ABRAHÃO"
"578",608,"ADV.(A/S)","SERGIO DOUGLAS MAZZETI REIS (82339/RS)"
"579",608,"INTDO.(A/S)","CÂMARA MUNICIPAL DE OSÓRIO"
"580",608,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
