"","ADPF","Data","Nome","Julgador","Decisao"
"58",573,"20/03/2023","Inclua-se em pauta - minuta extraída","TRIBUNAL PLENO - SESSÃO VIRTUAL","Julgamento Virtual: ADPF-ED-terceiros. Incluído na Lista 210-2023.LRB - Agendado para: 31/03/2023 a 12/04/2023."
"59",573,"20/03/2023","Inclua-se em pauta - minuta extraída","TRIBUNAL PLENO - SESSÃO VIRTUAL","Julgamento Virtual: ADPF-ED-segundos. Incluído na Lista 210-2023.LRB - Agendado para: 31/03/2023 a 12/04/2023."
"60",573,"20/03/2023","Inclua-se em pauta - minuta extraída","TRIBUNAL PLENO - SESSÃO VIRTUAL","Julgamento Virtual: ADPF-ED. Incluído na Lista 210-2023.LRB - Agendado para: 31/03/2023 a 12/04/2023."
"61",573,"06/03/2023","Procedente em parte","TRIBUNAL PLENO - SESSÃO VIRTUAL","Decisão: O Tribunal, por unanimidade, julgou parcialmente procedente o pedido, para conferir interpretação conforme a Constituição ao art. 9º da Lei nº 4.546/1992, do Estado do Piauí, de modo a excluir do regime próprio de previdência social daquele ente federativo todos os servidores públicos não detentores de cargo efetivo, ou seja, os servidores públicos admitidos sem concurso público, inclusive aqueles abrangidos pelo art. 19 do ADCT-CF/88, correspondente ao art. 17 do ADCT da Constituição do Piauí, e, por arrastamento, declarou a inconstitucionalidade do art. 5º, IV, da Lei nº 4.546/1992, do Estado do Piauí, ressalvando dos efeitos da decisão os aposentados e aqueles que tenham implementado os requisitos para aposentadoria até a data da publicação da ata de julgamento, mantidos estes no regime próprio dos servidores do referido estado. Por fim, foi fixada a seguinte tese de julgamento: 1. É incompatível com a regra do concurso público (art. 37, II, CF) a transformação de servidores celetistas não concursados em estatutários, com exceção daqueles detentores da estabilidade excepcional (art. 19 do ADCT); 2. São admitidos no regime próprio de previdência social exclusivamente os servidores públicos civis detentores de cargo efetivo (art. 40, CF, na redação dada pela EC nº 20/98), o que exclui os estáveis na forma do art. 19 do ADCT e demais servidores admitidos sem concurso público. Tudo nos termos do voto do Relator. Plenário, Sessão Virtual de 24.2.2023 a 3.3.2023."
"62",573,"02/03/2023","Indeferido","MIN. ROBERTO BARROSO","Ante o exposto, indefiro o pedido."
"63",573,"09/02/2023","Despacho","MIN. ROBERTO BARROSO","Referente à Petição nº 10.608/2023: nada há a prover quanto ao requerimento, uma vez que o feito foi retirado da pauta de julgamento virtual agendado para iniciar em 10.02.2023 e incluído para a sessão prevista para o período de 24.02.2023 a 03.03.2023.

À Secretaria Judiciária, para adotar as providências pertinentes."
"64",573,"09/02/2023","Inclua-se em pauta - minuta extraída","TRIBUNAL PLENO - SESSÃO VIRTUAL","Julgamento Virtual: ADPF. Incluído na Lista 126-2023.LRB - Agendado para: 24/02/2023 a 03/03/2023."
"65",573,"02/02/2023","Deferido","MIN. ROBERTO BARROSO","1. Petições nos 29.303/2019, 30.436/2019, 33.256/2019, 34.044/2019 e 73.611/2019: a Federação Sindical Nacional dos Servidores Penitenciários - FENASPEN, a Associação Geral do Pessoal Penitenciário do Estado do Piauí AGEPEN/PI, o Sindicato dos Servidores da Assembleia Legislativa do Estado do Piauí - ASALPI, o Sindicato dos Médicos do Estado do Piauí - SIMEPI, e a Federação Nacional dos Médicos - FENAM requerem o ingresso no feito na qualidade de amicus curiae.
(...)
3. Por entender presentes os requisitos, DEFIRO o pedido das entidades para ingressarem no feito na qualidade de amicus curiae, pois considero que possuem representatividade adequada. Dada a grande quantidade de amici curiae admitidos, recomendo que as entidades se articulem entre si, para que as sustentações orais não fiquem excessivamente fragmentadas."
"66",573,"24/01/2023","Inclua-se em pauta - minuta extraída","TRIBUNAL PLENO - SESSÃO VIRTUAL","Julgamento Virtual: ADPF. Incluído na Lista 48-2023.LRB - Agendado para: 10/02/2023 a 17/02/2023."
"67",574,"04/05/2021","Homologada a desistência","MIN. EDSON FACHIN","DECISÃO: Nos termos dos precedentes deste Tribunal, homologo o pedido de desistência do recurso interposto, tal como veiculado na Petição n. 40.559, de 2021, pela agravante Associação Brasileira das Empresas de Transporte Terrestre de Passageiros – ABRATI.
Publique-se. Intime-se.
Brasília, 3 de maio de 2021."
"68",574,"17/12/2019","Negado seguimento","MIN. EDSON FACHIN","""(...) Ante o exposto, acolhendo os pareceres da Procuradoria-Geral da
República e da Advocacia-Geral da União, nego seguimento a presente
arguição de descumprimento de preceito fundamental e julgo
prejudicados os pedidos de intervenção de terceiros."""
"69",575,"26/04/2019","Não conhecido(s)","MIN. LUIZ FUX","""(...) Ex positis, NÃO CONHEÇO a arguição de descumprimento de preceito fundamental, com fundamento no artigo 4º da Lei federal 9.882/1999 e no artigo 21, § 1º, do RISTF.
Resta prejudicado o pedido de medida cautelar.
Publique-se. Intime-se."""
"70",576,"26/04/2019","Não conhecido(s)","MIN. GILMAR MENDES","em 25.04.2019: ""(...) Ante o exposto, não conheço da arguição de descumprimento de preceito fundamental por ser manifestamente incabível, nos termos do art. 4º, caput e §1º, da Lei 9.882/1999.

Publique-se."""
"71",577,"04/10/2019","Agravo regimental não provido","TRIBUNAL PLENO - SESSÃO VIRTUAL","Decisão: O Tribunal, por unanimidade, negou provimento ao agravo regimental, nos termos do voto da Relatora. Plenário, Sessão Virtual de 27.9.2019 a 3.10.2019."
"72",577,"16/09/2019","Inclua-se em pauta - minuta extraída","TRIBUNAL PLENO - SESSÃO VIRTUAL","Julgamento Virtual: ADPF-AgR. Incluído na Lista 140-2019.CL - Agendado para: 27/09/2019."
"73",577,"22/04/2019","Negado seguimento","MIN. CÁRMEN LÚCIA",""
"74",578,"09/09/2020","Inclua-se em pauta - minuta extraída","TRIBUNAL PLENO","Pleno em 09/09/2020 22:49:16 -"
"75",578,"01/06/2020","Deferido","MIN. LUIZ FUX","""Ex positis, ADMITO o ingresso da Artigo 19 Brasil no feito, na qualidade de amicus curiae.
Publique-se.
"""
"76",578,"01/06/2020","Deferido","MIN. LUIZ FUX","""Ex positis, ADMITO o ingresso do Comitê Latino-Americano e do Caribe para a Defesa dos Direitos das Mulheres - CLADEM/Brasil; da THEMIS - Gênero, Justiça e Direitos Humanos; da Cidadania, Estudo, Pesquisa, Informação e Ação - CEPIA; do Instituto Maria da Penha - IMP; do Centro Feminista de Estudos e Assessoria - CFEMEA; e da Associação Tamo Juntas - Assessoria Jurídica Gratuita para Mulheres Vítimas de Violência no feito, na qualidade de amici curiae.
Publique-se.
"""
"77",578,"23/03/2020","Indeferido","MIN. LUIZ FUX","""(...)  Ex positis, INDEFIRO o pedido de ingresso no feito, na qualidade de
amicus curiae, formulado pelo Geledés - Instituto da Mulher Negra.
Publique-se. """
"78",578,"02/12/2019","Inclua-se em pauta - minuta extraída","TRIBUNAL PLENO","Pleno em 02/12/2019 16:48:37 -"
"79",578,"26/04/2019","Adotado rito do Art. 12, da Lei 9.868/99","MIN. LUIZ FUX","""(...) Ex positis, notifiquem-se as autoridades requeridas, para que prestem
informações no prazo de 10 (dez) dias. Após, dê-se vista ao Advogado-
Geral da União e à Procuradora-Geral da República, para que cada qual se manifeste, sucessivamente, no prazo de 5 (cinco) dias.
Publique-se. Intimem-se."""
"80",579,"27/11/2020","Embargos não conhecidos","MIN. EDSON FACHIN","26.11.2020 ""(...) Antes o exposto, não conheço dos presentes embargos.

Publique-se."""
"81",579,"27/11/2020","Embargos não conhecidos","MIN. EDSON FACHIN","26.11.2020 ""(...) Antes o exposto, não conheço dos presentes embargos.

Publique-se."""
"82",579,"27/11/2020","Embargos não conhecidos","MIN. EDSON FACHIN","26.11.2020 ""(...) Antes o exposto, não conheço dos presentes embargos.

Publique-se."""
"83",579,"19/10/2020","Não conhecido(s)","MIN. EDSON FACHIN","""3. Ante o exposto, com fundamento no art. 4º da Lei n. 9.882/99 c/c art. 21, § 1º, do RISTF, não conheço da presente ADPF, restando prejudicado o pedido de natureza cautelar e o agravo regimental contra decisão que inadmitiu litisconsorte.

Publique-se. Intime-se.

Brasília, 16 de outubro de 2020
"""
"84",579,"15/10/2020","Deferido","MIN. EDSON FACHIN","""Admito, pois, o seu ingresso como amicus curiae. 
À Secretaria para a anotações necessárias.

Publique-se. Intime-se.
Brasília, 14 de outubro de 2020
"""
"85",579,"25/09/2020","Indeferido","MIN. EDSON FACHIN","""Indefiro, portanto, o pedido de reconsideração.

Publique-se. Intime-se.
Brasília, 24 de setembro de 2020
"""
"86",579,"20/03/2020","Indeferido","MIN. EDSON FACHIN","""Assim, tendo em vista a sua ilegitimidade, indefiro o seu pedido de ingresso como litisconsorte ativo. Cumpra-se o despacho de eDOC 74, abrindo-se vistas à PGR.

Publique-se. Intimem-se.
Brasília, 19 de março de 2020
"""
"87",579,"16/09/2019","Inclua-se em pauta - minuta extraída","TRIBUNAL PLENO","Pleno em 16/09/2019 17:00:23 - ADPF-MC"
"88",579,"12/09/2019","Deferido","MIN. EDSON FACHIN","Assim, é possível o seu acolhimento em virtude da possibilidade de contribuir de forma relevante, direta e imediata no tema em pauta, de modo que defiro o ingresso da ANACRIM como amicus curiae, com base no disposto no art. 7º, § 2º, da Lei 9.868/1999, aqui aplicável por analogia, e o art. 138, caput, do CPC, facultando-lhe a apresentação de informações, memoriais escritos nos autos e de sustentação oral por ocasião do julgamento da presente ADPF 
À Secretaria para as providências necessárias. 
Publique-se. Intime-se.

Brasília, 11 de setembro de 2019"
"89",580,"04/06/2019","Não conhecido(s)","MIN. CELSO DE MELLO","em 3/6/2019: ""(...) Sendo assim, e em face das razões expostas, não conheço da presente arguição de descumprimento de preceito fundamental, inviabilizando-se, em consequência, o exame do pedido de medida liminar.

Arquivem-se os presentes autos.

Publique-se."""
"90",581,"14/06/2023","Vista - Devolução dos autos para julgamento","MIN. NUNES MARQUES","14/06/2023 19:15:34 - Julgamento Virtual: ADPF-MC. Incluído na Lista 121-2021.RW - Agendado para: 23/06/2023 a 30/06/2023."
"91",581,"14/06/2023","Incluído na lista de julgamento","MIN. NUNES MARQUES","Julgamento Virtual: ADPF-MC. Incluído na Lista 121-2021.RW - Agendado para: 23/06/2023 a 30/06/2023."
"92",581,"28/09/2021","Vista ao(à) Ministro(a)","MIN. NUNES MARQUES","Decisão: Após o voto-vista do Ministro Alexandre de Moraes, que acompanhava o voto da Ministra Rosa Weber (Relatora), pediu vista dos autos o Ministro Nunes Marques. Plenário, Sessão Virtual de 17.9.2021 a 24.9.2021."
"93",581,"17/09/2021","Suspenso o julgamento","MIN. NUNES MARQUES","Pedido de Vista"
"94",581,"08/09/2021","Vista - Devolução dos autos para julgamento","MIN. ALEXANDRE DE MORAES","08/09/2021 17:16:44 - Julgamento Virtual: ADPF-MC. Incluído na Lista 121-2021.RW - Agendado para: 17/09/2021 a 24/09/2021."
"95",581,"08/09/2021","Incluído na lista de julgamento","MIN. ALEXANDRE DE MORAES","Julgamento Virtual: ADPF-MC. Incluído na Lista 121-2021.RW - Agendado para: 17/09/2021 a 24/09/2021."
"96",581,"27/04/2021","Vista ao(à) Ministro(a)","MIN. ALEXANDRE DE MORAES","Decisão: Após os votos dos Ministros Rosa Weber (Relatora) e Edson Fachin, que deferiam o pedido de liminar para suspender a eficácia dos seguintes dispositivos: (i) do art. 3º, § 1º, do Decreto nº 9.845/2021; (ii) do art. 3º, incisos I e II, e § 1º, do Decreto nº 9.846/2021; (iii) do art. 2º, incisos I e II, e § 1º, dos Decretos nºs 9.845, 9.846 e 9.847; (iv) do § 11 do art. 12 do Decreto nº 9.847/2019 e do § 3º do art. 3º do Decreto nº 9.846/2019; (v) dos incisos I e II do § 2º do art. 34 do Decreto nº 9.847/2021, pediu vista dos autos o Ministro Alexandre de Moraes. Falaram: pelo amicus curiae Instituto Sou da Paz, o Dr. Daniel Sarmento; pelo amicus curiae Instituto Alana, o Dr. Pedro Affonso Duarte Hartung; pelo amicus curiae Associação Direitos Humanos em Rede - Conectas Direitos Humanos, o Dr. Gabriel de Carvalho Sampaio; e, pelo amicus curiae Instituto Igarapé, o Dr. Beto Vasconcelos. Plenário, Sessão Virtual de 16.4.2021 a 26.4.2021."
"97",581,"16/04/2021","Suspenso o julgamento","MIN. ALEXANDRE DE MORAES","Pedido de Vista"
"98",581,"07/04/2021","Inclua-se em pauta - minuta extraída","TRIBUNAL PLENO - SESSÃO VIRTUAL","Julgamento Virtual: ADPF-MC. Incluído na Lista 121-2021.RW - Agendado para: 16/04/2021."
"99",581,"22/02/2021","Indeferido","MIN. ROSA WEBER","Por estes motivos, entendo não configurado o requisito da representatividade adequada exigido para a sua intervenção, assim como a utilidade e a conveniência da sua atuação no oferecimento de justificativas técnicas.
6. Ante o exposto, indefiro o pedido.
Publique-se. Intime-se.
Brasília, 18 de fevereiro de 2021."
"100",581,"17/06/2019","Apresentado em mesa para julgamento","TRIBUNAL PLENO","Pleno em 17/06/2019 17:30:35 - ADPF-MC"
"101",581,"14/06/2019","Deferido","MIN. ROSA WEBER","Em 14.06.2019:(...)  Defiro, pois, o pedido, facultadas, em decorrência, na forma do art. 138, § 2º, do Código de Processo Civil , a apresentação de informações e de memoriais, bem como a sustentação oral por ocasião do julgamento definitivo do mérito da presente ADPF. Com relação ao pedido feito pela Confederação Brasileira de Tiro Prático, esclareço que este foi analisado e decidido no âmbito da ADI 6134, motivo pelo qual deixo de fazê-lo na presente ação constitucional, haja vista a conexão entre as ações. À Secretaria para a inclusão do nome do interessado e patrono."
"102",581,"14/06/2019","Inclua-se em pauta - minuta extraída","TRIBUNAL PLENO","Pleno em 14/06/2019 18:11:40 - ADPF-MC"
"103",582,"16/09/2020","Prejudicado","MIN. CELSO DE MELLO","""(...) Sendo assim, e em face das razões expostas, julgo prejudicada a presente arguição de descumprimento de preceito fundamental, por perda superveniente de seu objeto.

Arquivem-se estes autos.

Publique-se."""
"104",582,"21/05/2019","Adotado rito do Art. 12, da Lei 9.868/99","MIN. CELSO DE MELLO","Em 20/05/2019: ""(...) É por tal razão que, t endo em vista a relevância da matéria ora em
exame, e considerando, ainda, que se acham presentes os requisitos
autorizadores da instauração do procedimento abreviado, a que se refere
a norma legal que venho de mencionar (Lei nº 9.868/99, art. 12), ouça-se,
no prazo de 10 (dez) dias, o órgão de que emanou o ato estatal ora
impugnado (Decreto nº 9.741/2019), notadamente no ponto em que esse
decreto presidencial “limitou o empenho de órgãos e/ou unidades
orçamentárias de forma não linear, bem como dos atos administrativos
que concretizaram as referidas limitações, em especial nos Ministérios da Educação e da Ciência, Tecnologia, Inovações e Comunicações”: o Senhor
Presidente da República."""
